"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0135","AK0140","AK0142","AK0157","AK0169","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","Blank-1x","mean1","mean2"
"FA(20:0)",7.48484365193079,10.4627697009073,367.677323382839,5.99676524150031e-82,8.97715756652597e-79,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","FA",0,545532.779537201,6015826.17832565,6664685.04050064,0,0,121162.129688263,0,0,0,0,7982.38060760498,2645208.7996727,20193.6882813772
"FA(19:0)",-4.09161006161542,10.8778873208334,131.183009459091,2.25799482550883e-30,1.69010912689336e-27,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","FA",0,72078.4450035095,392856.121601105,326955.824733734,3360.74001312256,2516660.10642242,15732070.5188828,10256.1606636047,15152321.4755707,0,0,10814.5008926392,159050.226270294,5568551.37692324
"LPG(19:0)",2.60842888990346,8.6517991587576,67.7465832923644,1.85918705447204e-16,9.2773434018155e-14,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","PG",74481.1245727539,43673.3228759766,33664.7241210938,2122768.11193848,88214.2086181641,90841.3041992188,95592.5065307617,63401.5039672852,82886.7464599609,39129.6217041016,71605.9658203125,88345.4466552734,472560.298425293,73909.6081136068
"PG(O-20:0)",2.59360948049713,8.64086594277568,67.0452176088529,2.65350517947731e-16,9.93074313419384e-14,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","PG",74636.2847290039,43311.8809814453,33218.2238769531,2090367.7868042,78771.9439697266,92011.6072998047,94428.026184082,46962.7250976562,84461.7290649414,38681.1817016601,77750.905456543,89735.9464111328,464061.224072266,72382.6958007812
"FA(18:2)",-2.49608228307779,11.3790030902139,57.1024041551864,4.13699635835921e-14,1.23861670969275e-11,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","FA",848838.122772217,0,0,0,3141129.3164978,30191300.7574158,1558110.95495605,839126.479949951,3514559.23947144,988623.813236237,1777165.06600952,191511.093414307,797993.487854004,6478147.7185065
"LPS(19:0)",2.05791219136175,8.98617747384215,43.5961936732969,4.03623336107662e-11,1.00704022358862e-08,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","PS",97228.5661621094,49310.8059082032,21514.4033203125,2042387.11645508,129282.39050293,120584.788085938,148104.791259766,73104.0053710938,114094.629150391,43188.2837524414,94444.0034179688,161312.191894531,467944.656469727,98920.0835062663
"PS(O-20:0)",2.04647709082688,8.88814644046601,43.1393300860454,5.09771410753327e-11,1.09018257413961e-08,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","PS",122564.086914062,64516.6248779297,50391.2180175781,1972955.74536133,131606.469604492,134328.729125977,160947.033081055,93652.0063476562,139518.828857422,58702.2235107422,120247.587036133,133555.991088867,468406.828955078,117899.401326497
"FA(20:3)",1.92265252161766,7.76588104833667,38.3198292844754,6.00493483282021e-10,1.12367343059148e-07,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","FA",0,215175.955883026,688630.24924469,619411.742141724,0,0,891641.778381348,0,12652.4208106995,0,0,7980.9806098938,304643.589453888,150715.699865341
"PI(38:7)",1.91307867051432,10.2619348368534,37.9581176536449,7.22797056486944e-10,1.20225243728995e-07,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","PI",851860.624061584,1978507.87070465,3235472.82498932,991651.902229309,3167923.57849884,428978.613197327,357336.404396057,281927.642372131,110617.907539368,2353872.43231964,364031.546058655,23601.9214706421,2045083.36009674,649460.757647196
"FA(20:1)",1.77772482103615,9.47680658744712,32.9878635626665,9.27359622156585e-09,1.38825735436841e-06,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","FA",0,132062.428840637,2101585.13512421,2685759.56679153,0,0,3379318.67854309,0,621.220035552979,0,0,7982.56058883667,983881.426151276,563323.316429774
"[TG(54:7)]_FA16:0",1.75518792765013,10.4706514928958,32.1895451617311,1.39841218437222e-08,1.90311185455019e-06,5,6,"Genotype_ cKO | time point_ 28d ISCI","Genotype_ cKO | time point_ healthy","TAG",2017402.85253906,974208.227264404,1536502.03436279,1300669.25134277,6888371.11584473,561615.980224609,463065.469665527,367262.065063477,487207.09197998,2744215.1895752,430673.466491699,24154.8618774414,2543430.69627075,842339.877166748
