lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0135,AK0140,AK0142,AK0157,AK0169,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,Blank-1x
Cer(d20:0/26:0(2OH)),2.5482660986924626,6.457319416700587,53.39180613221649,2.732341482978614e-13,4.0903152000189846e-10,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,Cer,60257.58404159546,548139.8922462463,11401.320793151855,9936.340759277344,94111.76588821413,23498.32154846191,10131.400749206545,15790.521091461182,33796.60206604004,18896.801445007324,25157.801864624023,11815.660804748535
LPG(19:0),2.1083490332969093,8.671866728417381,37.5370856172915,8.969130933989908e-10,4.475596336060964e-7,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PG,162826.57122802734,132018.76953125,122010.1707763672,2211113.55859375,176559.6552734375,139264.45001220703,108748.52783203124,87978.30645751953,128270.60961914063,110418.60803222656,141922.0707397461,88345.44665527344
PG(O-20:0),2.1155713484790906,8.656533587011424,37.779672537437364,7.920278451878772e-10,4.475596336060964e-7,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PG,164372.23114013672,133047.82739257813,122954.17028808594,2180103.733215332,168507.89038085938,135874.2904663086,109801.88861083984,86562.44580078125,125636.78747558594,111012.52947998048,133783.1287841797,89735.94641113281
Cer(t18:0/26:0(2OH)),1.7861670825095803,5.672041610981802,27.377559457655877,1.673621456050432e-7,6.263528299268742e-5,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,Cer,36233.4628944397,291107.31967544556,9427.680702209473,7966.480533599853,41202.80269241333,17902.361499786377,7793.180530548096,29897.781887054443,19827.60152053833,17015.521141052246,15974.581268310549,3491.180248260498
PS(O-20:0),1.755438816642888,8.878004260326607,26.484925819277812,2.6560262933129577e-7,7.952142722178994e-5,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PS,256120.0780029297,198072.61596679688,183947.2091064453,2106511.7364501953,265162.4606933594,174724.11059570313,143394.68884277344,120375.14947509766,176793.5330810547,149620.4102783203,196371.21215820313,133555.9910888672
LPS(19:0),1.7088349985576452,8.981413593485636,25.14884198584309,5.307151269387619e-7,1.324134241712211e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PS,258540.75805664065,210622.9978027344,182826.59521484375,2203699.3083496094,290594.58239746094,178452.73181152344,162822.65167236328,127855.54809570313,187016.9725341797,162719.9315185547,219346.1365966797,161312.19189453125
PG(20:0),1.174463261846983,7.7885892271124435,12.099213384142555,5.044309899134917e-4,0.1078761702714996,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PG,144767.82983398438,117892.8875732422,102105.20526123048,805834.4592895508,149528.869140625,109763.44818115234,98112.18701171876,78267.406005859375,106289.20806884766,96477.10662841795,126985.02911376952,49674.82373046875
LPG(21:0),1.1567984167778114,7.78975888640663,11.743103017255635,6.106912089177855e-4,0.11427559246874062,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PG,146923.51110839844,115403.38934326172,101265.1063232422,806244.6117553711,139284.0711669922,104260.46704101563,97463.60754394533,80163.46502685547,105993.46850585938,99211.5864868164,132602.41094970703,51033.48358154297
LPS(18:0) | PS(18:0),1.0935878713394764,8.741910040173712,10.510434328205974,0.0011870235190048106,0.17769742079502013,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PS,501541.6763916016,462335.9404296875,525926.1925048828,260141.35522460935,1224876.2774658203,163862.77185058594,174079.53198242188,131005.0693359375,291916.7421875,206014.31567382813,301890.8231201172,90023.586181640625
LPS(18:0) | PS(18:0)_2,1.0936439379471332,8.75063230512525,10.511499866859142,0.0011863392443764186,0.17769742079502013,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PS,520176.6541748047,461026.2768554687,536274.95166015625,259917.75732421875,1209579.6811523438,164198.19018554688,169691.4312133789,135240.58959960938,291442.2243041992,209770.27404785156,303361.02087402344,91770.22717285156
LPS(21:0),1.0225467924464244,7.96383761978025,9.202603943784876,0.0024167111030262934,0.3014847101025301,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PS,183062.25390625,140019.77099609375,126380.11096191406,823471.6687011719,182901.53271484375,125423.70922851563,115575.48840332033,99615.3271484375,132735.36987304688,119058.208984375,151169.3123779297,55159.06396484375
PE(16:1),-1.051304658830482,7.8484467850396324,9.314035887786304,0.002274050081941478,0.3014847101025301,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PE,205148.3538818359,138841.37060546875,116196.50927734376,141024.05010986328,98413.74710083008,68551.14440917969,120157.18759155272,99047.1069946289,155220.13092041016,64574.42405700683,1046679.6766357422,30637.902252197266
PS(22:7),0.9964379096257666,7.993248387077998,8.742970093285976,0.0031079788111887767,0.3578957138730461,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,PS,190433.853515625,145662.8916015625,125736.20849609376,827027.7214355469,187294.6339111328,126932.4090576172,120017.80859375,104811.96728515624,133115.3504638672,121424.28845214844,159599.65057373047,57104.58361816406
[TG(58:7)]_FA20:0,0.9559819213542212,9.762915889214272,8.053388507407362,0.004541862444959923,0.4856548628646432,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,TAG,1193952.213317871,812895.1039428711,809390.9869384766,591237.2935180664,3211269.421142578,633503.8635253906,383496.1295776367,205401.77688598633,664380.4997558594,537262.848449707,595594.7951965332,21032.88150024414
FA(22:0),-0.9138109974930607,13.027249027941663,7.0923681945821695,0.007741288562225555,0.7725805985101104,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,FA,6921673.673706055,4582128.799743652,4795007.575927734,5142710.807495117,5979070.086975098,6599116.069580078,6171871.086425781,3610485.279663086,5792852.909423828,7560239.307189941,21887110.60168457,1157658.540374756
FA(18:1),0.8713639085200104,8.574482865088845,6.699307659284386,0.009645035616257616,0.9024136448461032,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,FA,1269482.4680786133,15387.740982055664,7960.440567016602,7951.100528717041,1058808.2702026367,13787.300930023192,7953.66056060791,7970.760578155518,7946.760551452637,909280.2488098145,9939.86066055298,238230.0756225586
(11Z)-eicoseneoylcarnitine,-0.3377304728327677,10.594483623007333,0.9939258551094101,0.31878475049150184,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,1385807.142211914,1307461.673461914,1112698.895263672,1296922.0581054688,1170394.5592041016,1173379.2845458984,1273471.4271240234,1123954.2408447266,1403092.8359375,1211117.0444335938,1347732.7966308594,285046.4786605835
"(11Z,14Z)-eicosadienoylcarnitine",-0.29917851380373395,10.508198622295593,0.7809666527609807,0.37684566598417435,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,1386486.881225586,1270323.0888671875,1016258.3680419922,1231351.0626220703,1079225.223022461,1106398.5203857422,1174063.134399414,979734.911468506,1315000.8809814453,1150253.9196777344,1287640.1538085938,283604.88078689575
"(13Z,16Z)-docosadienoylcarnitine",-0.30130938964128673,10.189618961286515,0.7920749533914204,0.37347344174137953,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,1193675.4536132813,917784.1473388672,858200.9806518555,1002830.3212890624,963797.73193359375,901172.6478271484,994215.9099121094,775983.2182006836,1021483.6547241212,944415.6671142578,1117817.3359375,181664.57362365723
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.33427733595365444,11.16163458882871,0.9738211639341898,0.3237290370483766,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,2312001.0830078125,1738335.9741210938,2065626.0770263672,1727886.139892578,2302781.201599121,1975725.435546875,1865403.3950195313,1796025.6650390625,1691230.3599853516,2450736.817749023,2114082.271484375,114023.58724212646
"(5Z,8Z)-tetradecadienoylcarnitine",-0.27570987746492953,9.657091113046233,0.6637466022530136,0.41524035954296395,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,764319.49365234375,655389.2666015625,582569.9982910156,706966.9733886719,646658.5451660156,623829.7839355469,648136.1826171875,516543.6394042969,733716.3115234375,634336.0673828125,712078.0900878906,158361.42999267578
"(7Z,10Z)-hexadecadienoylcarnitine",-0.2853391622541278,10.085715883491064,0.7107031093028127,0.39921049543230347,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,1123748.903076172,891040.62109375,832436.5582275391,883494.3424072266,953706.0941162108,875553.4079589844,875817.8896484375,712716.2937011719,881094.546875,987459.4455566406,1058898.5242919922,148019.67110061646
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-0.34466955406550115,10.107125154043452,1.0349406428504153,0.3090010709394592,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,1126353.620300293,938498.4275512696,757553.4345092773,910723.6071777344,883585.7555541992,926965.067199707,852648.1026611328,749638.4543457031,1025579.053955078,932723.5684814452,1071678.8985595703,153256.1509437561
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.20997867873942025,12.245658105497922,0.385763736325316,0.5345346097858482,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,4887687.393920898,4183498.2982177734,3858002.0883789063,4239605.551391602,5193424.2548828125,4515173.979614258,4665629.469604492,2848896.9407958984,4165821.642944336,3656461.825073242,4556464.165771484,341258.06032562256
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.15489742650907942,10.85097779154267,0.21024778610831163,0.6465732611113317,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,1940554.4440917969,1498702.8666992188,1509876.7067871094,1640031.748413086,2052745.1049804688,1642605.657836914,1640416.5393066406,1061737.3879394531,1500157.6706542969,1439568.689453125,1776308.5927734375,168484.0325164795
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.10385056682008179,12.1431450736022,0.0946324294563965,0.758368574522239,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,CAR,4891001.678283691,4231218.8837890625,3663724.659179687,4032598.901611328,5079197.523925781,3921731.468139648,4140817.197021485,2744756.177734375,3778032.8237304688,3403129.6446533203,4114643.487304687,263180.44006347656
[TG(48:0)]_FA16:0,-0.11302155403438197,8.91363875596425,0.11205665199906878,0.737814706642815,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,TAG,505868.296875,326644.0822753906,312243.61962890625,453177.0241699219,560058.99951171875,380847.3864746094,337066.8044433594,271410.6828613281,342498.4616699219,391464.6901855469,453416.22900390625,112665.72717285156
[TG(48:0)]_FA16:1,0.060149751778315864,7.073070242513079,0.03185831739983769,0.8583389718041149,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,TAG,188062.15350341797,103379.92864990234,98761.30529785156,93798.4868774414,205018.53631591797,99907.9676208496,72575.84481811523,94737.12713623048,90087.82678222656,106662.54656982422,126219.7885131836,22770.98178100586
[TG(48:0)]_FA18:0,0.09691708402304366,8.081286258998238,0.08276648608944015,0.7735827814563541,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,TAG,377375.09130859375,226426.9790649414,207159.13537597656,224419.59140014648,391627.1865234375,223117.77703857425,169138.44818115234,134673.5301513672,198513.57489013672,220891.89318847656,287182.7429199219,29830.46188354492
[TG(48:0)]_FA18:1,-0.04749514702114171,8.00282278018512,0.01981964651031376,0.8880419529513746,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,TAG,361309.9316101074,197396.11267089844,190039.55416870117,188769.59173583984,382631.33026123047,206900.65620422363,154971.1480102539,206202.19271850583,170928.93185424805,224289.31536865231,252593.93576049805,17700.561248779297
[TG(48:0)]_FA18:2,-0.07603214452356367,6.936247517182442,0.050755888061416954,0.8217531538042265,0.9974939033373903,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ WT | time point_ 28d ISCI,TAG,162421.84967041016,84830.3461151123,90361.84617614746,93279.64627075195,150293.8709411621,91208.64596557616,76205.64500427246,70012.66525268555,94523.44631958008,99403.96740722656,132846.63137817383,22883.761672973633
