"lipid","type","mean1","mean2"
"[TG(52:0)]_FA18:0","TAG",730997.004699707,710791.874584961
"[TG(52:0)]_FA18:1","TAG",344986.941980998,333921.720309448
"[TG(52:0)]_FA18:2","TAG",172794.178965251,174218.87671814
"[TG(52:0)]_FA20:0","TAG",393088.188903809,384097.819378662
"[TG(52:0)]_FA20:4","TAG",1525521.57327779,1265919.29580688
"[TG(52:1)]_FA16:0","TAG",599013.165730794,630929.706793213
"[TG(52:1)]_FA16:1","TAG",575978.357981364,622506.196820068
"[TG(52:1)]_FA18:0","TAG",851871.766418457,605941.245227051
"[TG(52:1)]_FA18:1","TAG",914798.466674805,900540.650830078
"[TG(52:1)]_FA18:2","TAG",245868.91947937,231865.740365601
"[TG(52:1)]_FA20:0","TAG",399437.346176147,371174.540621948
"[TG(52:1)]_FA20:4","TAG",275123.704587301,251204.169355774
"[TG(52:2)]_FA16:0","TAG",608945.090983073,565216.298278809
"[TG(52:2)]_FA16:1","TAG",587974.139623006,619324.757568359
"[TG(52:2)]_FA18:0","TAG",1151810.39879354,876506.898886108
"[TG(52:2)]_FA18:1","TAG",995531.900939941,667356.390844727
"[TG(52:2)]_FA18:2","TAG",632514.25016276,567879.953857422
"[TG(52:2)]_FA20:0","TAG",484156.802739461,432959.27829895
"[TG(52:2)]_FA20:4","TAG",236047.142512004,210194.123062134
"[TG(52:3)]_FA16:0","TAG",448083.010599772,435370.580603027
"[TG(52:3)]_FA16:1","TAG",598548.041931152,542117.942333984
"[TG(52:3)]_FA18:0","TAG",733692.39386495,618732.212759399
"[TG(52:3)]_FA18:1","TAG",1159371.03980509,871165.170953369
"[TG(52:3)]_FA18:2","TAG",736723.585327148,480726.071435547
"[TG(52:3)]_FA20:0","TAG",486761.975001017,401265.097694397
"[TG(52:3)]_FA20:4","TAG",350463.132741292,321279.430010986
"[TG(52:4)]_FA16:0","TAG",774999.213846842,837075.223199463
"[TG(52:4)]_FA16:1","TAG",434168.577748617,432071.336602783
"[TG(52:4)]_FA18:0","TAG",323403.263069153,314208.893981934
"[TG(52:4)]_FA18:1","TAG",718059.491495768,601514.263034058
"[TG(52:4)]_FA18:2","TAG",932690.526123047,682454.934790039
"[TG(52:4)]_FA20:0","TAG",195081.045921326,178615.604075623
"[TG(52:4)]_FA20:4","TAG",622973.058909098,543101.844506836
"[TG(52:5)]_FA16:0","TAG",200843.183670044,204325.482736206
"[TG(52:5)]_FA16:1","TAG",753340.651219686,819231.619677734
"[TG(52:5)]_FA18:0","TAG",0,0
"[TG(52:5)]_FA18:1","TAG",313138.692270915,307064.133529663
"[TG(52:5)]_FA18:2","TAG",549850.699254354,455925.992895508
"[TG(52:5)]_FA20:0","TAG",196422.133122762,184098.052807617
"[TG(52:5)]_FA20:4","TAG",570753.25567627,493783.295355225
"[TG(52:6)]_FA16:0","TAG",283125.005666097,275068.10760498
"[TG(52:6)]_FA16:1","TAG",219699.389099121,233523.953240967
"[TG(52:6)]_FA18:0","TAG",410061.141977946,383658.313598633
"[TG(52:6)]_FA18:1","TAG",0,0
"[TG(52:6)]_FA18:2","TAG",255133.592346191,241954.857913208
"[TG(52:6)]_FA20:0","TAG",428893.898167928,407298.28309021
"[TG(52:6)]_FA20:4","TAG",1581529.80465698,1292260.87565918
"[TG(54:0)]_FA16:0","TAG",1429103.27837118,1255646.34312744
"[TG(54:0)]_FA16:1","TAG",28839943.5955048,23360991.1418732
"[TG(54:0)]_FA18:0","TAG",1020115.08087158,1023109.64454956
"[TG(54:0)]_FA18:1","TAG",350746.253702799,341140.586419678
"[TG(54:0)]_FA18:2","TAG",211826.03511556,198709.25246582
"[TG(54:0)]_FA20:0","TAG",435662.008555094,408893.460925293
"[TG(54:0)]_FA20:4","TAG",1280653.66915894,1144285.48009644
"[TG(54:1)]_FA16:0","TAG",328657.816223145,394479.751983643
"[TG(54:1)]_FA16:1","TAG",685405.925435384,663249.955615234
"[TG(54:1)]_FA18:0","TAG",834795.464243571,755116.737237549
"[TG(54:1)]_FA18:1","TAG",1256635.52612305,1271034.4835083
"[TG(54:1)]_FA18:2","TAG",284581.327229818,272566.155496216
"[TG(54:1)]_FA20:0","TAG",381320.773193359,324070.203637695
"[TG(54:1)]_FA20:4","TAG",475623.955469767,480583.384985352
"[TG(54:2)]_FA16:0","TAG",260386.954325358,306820.737719727
"[TG(54:2)]_FA16:1","TAG",322415.718648275,388677.419250488
"[TG(54:2)]_FA18:0","TAG",1219952.83668009,866795.373876953
"[TG(54:2)]_FA18:1","TAG",845853.076182048,760032.250463867
"[TG(54:2)]_FA18:2","TAG",772745.495035807,749835.272558594
"[TG(54:2)]_FA20:0","TAG",564918.579020182,477958.074658203
"[TG(54:2)]_FA20:4","TAG",245626.410583496,232709.456478882
"[TG(54:3)]_FA16:0","TAG",433824.176066081,513762.30760498
"[TG(54:3)]_FA16:1","TAG",258797.607976278,305578.347036743
"[TG(54:3)]_FA18:0","TAG",715185.734130859,560871.212127686
"[TG(54:3)]_FA18:1","TAG",1251788.73748779,883867.637744141
"[TG(54:3)]_FA18:2","TAG",586346.567179362,498476.235668945
"[TG(54:3)]_FA20:0","TAG",536562.202473958,465171.285012817
"[TG(54:3)]_FA20:4","TAG",469149.428771973,421044.341204834
"[TG(54:4)]_FA16:0","TAG",2018140.85057068,2333543.36127319
"[TG(54:4)]_FA16:1","TAG",428548.532755534,504470.140319824
"[TG(54:4)]_FA18:0","TAG",713034.385136922,681186.47517395
"[TG(54:4)]_FA18:1","TAG",732652.91511027,570940.750506592
"[TG(54:4)]_FA18:2","TAG",857194.372721354,560110.457348633
"[TG(54:4)]_FA20:0","TAG",311988.456804911,307429.015055847
"[TG(54:4)]_FA20:4","TAG",588003.68556722,531984.61730957
"[TG(54:5)]_FA16:0","TAG",619951.716217041,678771.947000122
"[TG(54:5)]_FA16:1","TAG",1964226.36423238,2277896.6696106
"[TG(54:5)]_FA18:0","TAG",243523.764149984,231623.888092041
"[TG(54:5)]_FA18:1","TAG",715327.357259115,672479.550811768
"[TG(54:5)]_FA18:2","TAG",545877.786407471,404292.257385254
"[TG(54:5)]_FA20:0","TAG",185102.372723897,192394.746115112
"[TG(54:5)]_FA20:4","TAG",638048.849650065,445691.38873291
"[TG(54:6)]_FA16:0","TAG",385436.720062256,436254.203283691
"[TG(54:6)]_FA16:1","TAG",601676.095621745,657212.812335205
"[TG(54:6)]_FA18:0","TAG",327962.745300293,298836.366827393
"[TG(54:6)]_FA18:1","TAG",242165.28044637,226863.564096069
"[TG(54:6)]_FA18:2","TAG",494974.334981283,448890.808007812
"[TG(54:6)]_FA20:0","TAG",271566.278457642,253964.066778564
"[TG(54:6)]_FA20:4","TAG",1144167.76716105,897235.818566895
"[TG(54:7)]_FA16:0","TAG",842339.877166748,877657.150592041
"[TG(54:7)]_FA16:1","TAG",373050.140940348,418268.515386963
"[TG(54:7)]_FA18:0","TAG",788624.998942057,701106.117999268
"[TG(54:7)]_FA18:1","TAG",325288.466033936,301573.284313965
"[TG(54:7)]_FA18:2","TAG",171997.195307414,162870.823760986
"[TG(54:7)]_FA20:0","TAG",885411.403879801,817593.335977173
"[TG(54:7)]_FA20:4","TAG",819092.850331624,676508.841104126
"[TG(54:8)]_FA16:0","TAG",439102.011342367,510631.660064697
"[TG(54:8)]_FA16:1","TAG",772956.880701701,807901.928540039
"[TG(54:8)]_FA18:0","TAG",537160.569824219,495816.838500977
"[TG(54:8)]_FA18:1","TAG",923556.19724528,813609.8668396
"[TG(54:8)]_FA18:2","TAG",285653.550684611,255914.258349609
"[TG(54:8)]_FA20:0","TAG",477523.885111491,439731.251177979
"[TG(54:8)]_FA20:4","TAG",377887.237284342,351974.014501953
"[TG(56:0)]_FA16:0","TAG",28148876.1060588,23095366.5955322
"[TG(56:0)]_FA16:1","TAG",1144951.36558024,960924.607159424
"[TG(56:0)]_FA18:0","TAG",1788358.9691213,1528112.83552551
"[TG(56:0)]_FA18:1","TAG",37853887.7944209,31659859.7058228
"[TG(56:0)]_FA18:2","TAG",1552113.82662964,1256908.64879456
"[TG(56:0)]_FA20:0","TAG",1994411.52829997,1723501.64619141
"[TG(56:0)]_FA20:4","TAG",594250.749364217,547642.282678223
"[TG(56:1)]_FA16:0","TAG",552648.651016235,494990.792727661
"[TG(56:1)]_FA16:1","TAG",20789379.2227478,16721240.4538513
"[TG(56:1)]_FA18:0","TAG",412395.876607259,449183.10194397
"[TG(56:1)]_FA18:1","TAG",1536876.19904582,1299829.32612305
"[TG(56:1)]_FA18:2","TAG",37853117.0464071,31580482.4855408
"[TG(56:1)]_FA20:0","TAG",624359.070617676,591055.494293213
"[TG(56:1)]_FA20:4","TAG",239817.744984945,247820.775027466
"[TG(56:2)]_FA16:0","TAG",308274.265263875,296268.47013855
"[TG(56:2)]_FA16:1","TAG",373172.004196167,349439.988647461
"[TG(56:2)]_FA18:0","TAG",299178.526997884,304055.177368164
"[TG(56:2)]_FA18:1","TAG",286023.936716716,305493.714398193
"[TG(56:2)]_FA18:2","TAG",1509006.1419576,1265502.96810913
"[TG(56:2)]_FA20:0","TAG",539015.489857992,477184.669616699
"[TG(56:2)]_FA20:4","TAG",340796.257878621,309365.780490112
"[TG(56:3)]_FA16:0","TAG",205581.248204549,209883.027423096
"[TG(56:3)]_FA16:1","TAG",271514.203196208,274978.662982178
"[TG(56:3)]_FA18:0","TAG",421152.246210734,444122.134439087
"[TG(56:3)]_FA18:1","TAG",233360.110549927,232609.58901062
"[TG(56:3)]_FA18:2","TAG",303004.394480387,328918.029754639
"[TG(56:3)]_FA20:0","TAG",510721.508204142,509461.365673828
"[TG(56:3)]_FA20:4","TAG",458161.908503214,421240.535681152
"[TG(56:4)]_FA16:0","TAG",425093.257059733,419446.177896118
"[TG(56:4)]_FA16:1","TAG",198186.680104574,209500.654141235
"[TG(56:4)]_FA18:0","TAG",1438206.19605001,1650534.17481384
"[TG(56:4)]_FA18:1","TAG",288596.640889486,299709.821780396
"[TG(56:4)]_FA20:0","TAG",265861.483378092,260662.970254517
"[TG(56:4)]_FA20:4","TAG",1129032.50136312,1059493.46879883
"[TG(56:5)]_FA16:0","TAG",331661.949101766,346394.114953613
"[TG(56:5)]_FA16:1","TAG",413031.070632935,414792.407849121
"[TG(56:5)]_FA18:0","TAG",572137.916346232,590849.866137695
"[TG(56:5)]_FA18:1","TAG",919669.721954346,1048080.57095032
"[TG(56:5)]_FA18:2","TAG",281637.5112559,292304.761578369
"[TG(56:5)]_FA20:0","TAG",199525.035786947,199295.287103271
"[TG(56:5)]_FA20:4","TAG",761367.879038493,686613.482678223
"[TG(56:6)]_FA16:0","TAG",453800.355361938,540102.683889771
"[TG(56:6)]_FA16:1","TAG",314834.538772583,335543.09473877
"[TG(56:6)]_FA18:0","TAG",534487.018056234,521233.360150146
"[TG(56:6)]_FA18:1","TAG",376803.389320374,386295.574261475
"[TG(56:6)]_FA18:2","TAG",924715.892618815,1040907.78637085
"[TG(56:6)]_FA20:0","TAG",295811.882817586,270556.951287842
"[TG(56:6)]_FA20:4","TAG",992199.240356445,727032.124743652
"[TG(56:7)]_FA16:0","TAG",403286.712443034,417331.405490112
"[TG(56:7)]_FA16:1","TAG",437893.811248779,526683.464941406
"[TG(56:7)]_FA18:0","TAG",1079535.31370544,1082810.43068542
"[TG(56:7)]_FA18:1","TAG",363720.020599365,354846.589154053
"[TG(56:7)]_FA18:2","TAG",373635.564875285,382294.07802124
"[TG(56:7)]_FA20:0","TAG",650018.56161499,578597.567398071
"[TG(56:7)]_FA20:4","TAG",717116.426147461,596309.791943359
"[TG(56:8)]_FA16:0","TAG",288296.749989827,320319.250216675
"[TG(56:8)]_FA16:1","TAG",397896.016174316,418591.965734863
"[TG(56:8)]_FA18:0","TAG",562141.63637797,588691.570046997
"[TG(56:8)]_FA18:1","TAG",806204.817220052,809103.221807861
"[TG(56:8)]_FA18:2","TAG",361111.718282064,350195.321514893
"[TG(56:8)]_FA20:0","TAG",470288.71879069,420519.788824463
"[TG(56:8)]_FA20:4","TAG",354394.158081055,290393.812457275
"[TG(58:0)]_FA16:0","TAG",206138.467714945,192587.745637512
"[TG(58:0)]_FA16:1","TAG",247495.977933248,240681.365420532
"[TG(58:0)]_FA18:0","TAG",33483687.5468903,28090339.4963593
"[TG(58:0)]_FA18:1","TAG",1470124.58180491,1233450.81640625
"[TG(58:0)]_FA18:2","TAG",211486.904815674,196851.254415894
"[TG(58:0)]_FA20:0","TAG",725948.099517822,765244.013580322
"[TG(58:0)]_FA20:4","TAG",246943.894312541,231795.967578125
"[TG(58:1)]_FA16:0","TAG",153917.951237996,153515.474719238
"[TG(58:1)]_FA16:1","TAG",209542.014724731,201179.134088135
"[TG(58:1)]_FA18:0","TAG",749819.114552816,655593.507098389
"[TG(58:1)]_FA18:1","TAG",29392230.1130371,24452887.3976624
"[TG(58:1)]_FA18:2","TAG",1464707.06264242,1218420.02560425
"[TG(58:1)]_FA20:0","TAG",504948.016260783,533592.573794556
"[TG(58:1)]_FA20:4","TAG",338636.466201782,314947.650444031
"[TG(58:10)]_FA16:0","TAG",193557.18107605,190965.52984314
"[TG(58:10)]_FA16:1","TAG",164078.914616903,164030.291836548
"[TG(58:10)]_FA18:0","TAG",256225.315373739,240943.947607422
"[TG(58:10)]_FA18:1","TAG",185114.166356405,178299.928222656
"[TG(58:10)]_FA18:2","TAG",245509.269963582,256380.946911621
"[TG(58:10)]_FA20:0","TAG",436477.231567383,425165.10177002
"[TG(58:10)]_FA20:4","TAG",559910.138071696,516671.16050415
"[TG(58:2)]_FA16:0","TAG",140312.367136637,139939.502081299
"[TG(58:2)]_FA16:1","TAG",150608.241083781,153679.41857605
"[TG(58:2)]_FA18:0","TAG",469531.645019531,437996.715939331
"[TG(58:2)]_FA18:1","TAG",624387.274215698,536528.681451416
"[TG(58:2)]_FA18:2","TAG",29159736.9900411,23912096.9224304
"[TG(58:2)]_FA20:0","TAG",309476.665669759,310555.222799683
"[TG(58:2)]_FA20:4","TAG",495991.004892985,487126.606530762
"[TG(58:3)]_FA16:0","TAG",269463.86710612,256101.569311523
"[TG(58:3)]_FA16:1","TAG",140013.606541952,138385.389910889
"[TG(58:3)]_FA18:0","TAG",255958.535644531,247058.258065796
"[TG(58:3)]_FA18:1","TAG",386443.351430257,336700.331222534
"[TG(58:3)]_FA18:2","TAG",599864.404724121,511652.100366211
"[TG(58:3)]_FA20:0","TAG",226733.576217651,223438.73944397
"[TG(58:3)]_FA20:4","TAG",2913015.5069224,3365531.11332397
"[TG(58:4)]_FA16:0","TAG",151588.090215047,149942.922937012
"[TG(58:4)]_FA16:1","TAG",233676.375834147,222361.296572876
"[TG(58:4)]_FA18:0","TAG",597627.989110311,556731.635107422
"[TG(58:4)]_FA18:1","TAG",182865.562220256,172459.704327393
"[TG(58:4)]_FA18:2","TAG",383425.627334595,338895.339419556
"[TG(58:4)]_FA20:0","TAG",221157.792353312,217487.16293335
"[TG(58:4)]_FA20:4","TAG",733459.449279785,761799.268161011
"[TG(58:5)]_FA16:0","TAG",188349.429992676,188579.28447876
"[TG(58:5)]_FA16:1","TAG",165667.967931112,165131.435284424
"[TG(58:5)]_FA18:0","TAG",456969.283905029,453127.005987549
"[TG(58:5)]_FA18:1","TAG",497031.688489278,462999.173223877
"[TG(58:5)]_FA18:2","TAG",201487.473215739,186859.744671631
"[TG(58:5)]_FA20:0","TAG",318511.867749532,306528.902128601
"[TG(58:5)]_FA20:4","TAG",565338.991811117,587439.982424927
"[TG(58:6)]_FA16:0","TAG",234487.01318868,239848.952297974
"[TG(58:6)]_FA16:1","TAG",186246.94736735,189066.097341919
"[TG(58:6)]_FA18:0","TAG",583691.939214071,624917.909487915
"[TG(58:6)]_FA18:1","TAG",320143.425430298,308894.899118042
"[TG(58:6)]_FA18:2","TAG",495857.249677022,461330.236016846
"[TG(58:6)]_FA20:0","TAG",505194.127878825,467945.979290771
"[TG(58:6)]_FA20:4","TAG",367600.506388346,358213.300738525
"[TG(58:7)]_FA16:0","TAG",270924.520665487,255118.157498169
"[TG(58:7)]_FA16:1","TAG",231425.693387349,233257.948390198
"[TG(58:7)]_FA18:0","TAG",494566.338007609,489223.267675781
"[TG(58:7)]_FA18:1","TAG",374826.880472819,406440.970751953
"[TG(58:7)]_FA18:2","TAG",313551.93279012,307660.465420532
"[TG(58:7)]_FA20:0","TAG",791319.269866943,775442.780187988
"[TG(58:7)]_FA20:4","TAG",286456.446706136,266120.898016357
"[TG(58:8)]_FA16:0","TAG",190923.600982666,194369.694436646
"[TG(58:8)]_FA16:1","TAG",271491.375495911,258284.17318573
"[TG(58:8)]_FA18:0","TAG",357519.008326213,382050.036184692
"[TG(58:8)]_FA18:1","TAG",328528.998586019,328506.102526855
"[TG(58:8)]_FA18:2","TAG",371451.953023275,401711.704193115
"[TG(58:8)]_FA20:0","TAG",675828.917007446,707232.932540894
"[TG(58:8)]_FA20:4","TAG",276034.012863159,263681.109509277
"[TG(58:9)]_FA16:0","TAG",163978.121887207,162957.567886353
"[TG(58:9)]_FA16:1","TAG",192735.034357707,194531.382540894
"[TG(58:9)]_FA18:0","TAG",261514.184158325,264663.91446228
"[TG(58:9)]_FA18:1","TAG",243857.441223145,261537.506286621
"[TG(58:9)]_FA18:2","TAG",316630.565043132,326829.75871582
"[TG(58:9)]_FA20:0","TAG",404611.392379761,414785.90907898
"[TG(58:9)]_FA20:4","TAG",355103.97274526,329685.751477051
"[TG(60:0)]_FA16:0","TAG",144228.526602427,133730.421472931
"[TG(60:0)]_FA16:1","TAG",132048.075325648,129032.257650757
"[TG(60:0)]_FA18:0","TAG",366340.061983109,333945.548414612
"[TG(60:0)]_FA18:1","TAG",186969.762961706,168493.372244263
"[TG(60:0)]_FA18:2","TAG",142035.537943522,136990.169589233
"[TG(60:0)]_FA20:0","TAG",8301929.91980743,9632166.17420654
"[TG(60:0)]_FA20:4","TAG",251484.934017181,220629.972761536
"[TG(60:1)]_FA16:0","TAG",122933.002550761,120357.444506073
"[TG(60:1)]_FA16:1","TAG",142773.836521149,136718.172657776
"[TG(60:1)]_FA18:0","TAG",199420.994544983,192863.822819519
"[TG(60:1)]_FA18:1","TAG",258311.764650981,234799.099005127
"[TG(60:1)]_FA18:2","TAG",185985.172744751,172248.655680847
"[TG(60:1)]_FA20:0","TAG",458090.708408356,476057.875717163
"[TG(60:1)]_FA20:4","TAG",449563.579129537,416827.478251648
"[TG(60:10)]_FA16:0","TAG",134462.449462891,130349.553509521
"[TG(60:10)]_FA16:1","TAG",124257.631205241,126048.552868652
"[TG(60:10)]_FA18:0","TAG",231751.062700907,213889.214155579
"[TG(60:10)]_FA18:1","TAG",140370.502532959,135063.589596558
"[TG(60:10)]_FA18:2","TAG",163982.275293986,156762.554507446
"[TG(60:10)]_FA20:0","TAG",214285.445785522,202331.258892822
"[TG(60:10)]_FA20:4","TAG",486230.880299886,483604.130078125
"[TG(60:11)]_FA16:0","TAG",141354.932970683,137993.593565369
"[TG(60:11)]_FA16:1","TAG",138917.726745605,136609.865765381
"[TG(60:11)]_FA18:0","TAG",546396.353736877,482871.879341125
"[TG(60:11)]_FA18:1","TAG",165358.718154907,147742.498080444
"[TG(60:11)]_FA18:2","TAG",140647.566401164,132805.80223999
"[TG(60:11)]_FA20:0","TAG",259538.197715759,256100.285998535
"[TG(60:11)]_FA20:4","TAG",500622.469807943,495927.772930908
"[TG(60:12)]_FA16:0","TAG",163544.157892863,162403.727761841
"[TG(60:12)]_FA16:1","TAG",138143.555951436,137799.838153076
"[TG(60:12)]_FA18:0","TAG",313713.283111572,295453.460787964
"[TG(60:12)]_FA18:1","TAG",412677.321909587,360901.988369751
"[TG(60:12)]_FA18:2","TAG",159589.600870768,141484.434124756
"[TG(60:12)]_FA20:0","TAG",458241.097132365,460744.849301147
"[TG(60:12)]_FA20:4","TAG",412571.94384257,420917.932220459
"[TG(60:2)]_FA16:0","TAG",121283.475524902,119385.652201843
"[TG(60:2)]_FA16:1","TAG",122039.37837855,123481.31741333
"[TG(60:2)]_FA18:0","TAG",195283.05413564,181755.968771362
"[TG(60:2)]_FA18:1","TAG",132349.402364095,123992.736660767
"[TG(60:2)]_FA18:2","TAG",249603.827123006,224173.396121216
"[TG(60:2)]_FA20:0","TAG",329432.568695068,342786.726669312
"[TG(60:2)]_FA20:4","TAG",344075.275461833,327477.13447113
"[TG(60:3)]_FA16:0","TAG",133262.265383402,131681.777490234
"[TG(60:3)]_FA16:1","TAG",123764.092163086,121339.412394714
"[TG(60:3)]_FA18:0","TAG",642903.132013957,571370.163873291
"[TG(60:3)]_FA18:1","TAG",137376.219228109,124419.744781494
"[TG(60:3)]_FA18:2","TAG",133158.53242747,124052.152099609
"[TG(60:3)]_FA20:0","TAG",232864.31598409,223387.261500549
"[TG(60:3)]_FA20:4","TAG",875294.052055359,887374.646990967
"[TG(60:4)]_FA16:0","TAG",143225.456705729,141592.597651672
"[TG(60:4)]_FA16:1","TAG",127489.169090271,130274.024980164
"[TG(60:4)]_FA18:0","TAG",212376.962615967,201524.530075073
"[TG(60:4)]_FA18:1","TAG",540472.495361328,454668.412338257
"[TG(60:4)]_FA18:2","TAG",132759.722685496,122831.948498535
"[TG(60:4)]_FA20:0","TAG",309788.881835938,292995.176443481
"[TG(60:4)]_FA20:4","TAG",11498599.2367452,12111902.2763489
"[TG(60:5)]_FA16:0","TAG",136429.96320343,139597.153927612
"[TG(60:5)]_FA16:1","TAG",142511.607376099,143713.145898438
"[TG(60:5)]_FA18:0","TAG",251025.535451253,237246.220236206
"[TG(60:5)]_FA18:1","TAG",139161.733149211,135826.793478394
"[TG(60:5)]_FA18:2","TAG",521012.287033081,437158.343896484
"[TG(60:5)]_FA20:0","TAG",668927.524871826,586458.020715332
"[TG(60:5)]_FA20:4","TAG",501343.073740641,504281.186729431
"[TG(60:6)]_FA16:0","TAG",147391.633679708,144451.429528809
"[TG(60:6)]_FA16:1","TAG",136354.60979716,137996.858204651
"[TG(60:6)]_FA18:0","TAG",289236.436101278,275231.099768066
"[TG(60:6)]_FA18:1","TAG",160888.847938538,155161.803289795
"[TG(60:6)]_FA18:2","TAG",139614.786554972,131935.249307251
"[TG(60:6)]_FA20:0","TAG",457531.127019246,459298.796221924
"[TG(60:6)]_FA20:4","TAG",398511.653612773,394222.027876282
"[TG(60:7)]_FA16:0","TAG",167668.63869222,156356.65536499
"[TG(60:7)]_FA16:1","TAG",146846.059692383,149665.086611938
"[TG(60:7)]_FA18:0","TAG",297654.364486694,278810.61522522
"[TG(60:7)]_FA18:1","TAG",195577.926778158,185590.369036865
"[TG(60:7)]_FA18:2","TAG",159474.127853394,149587.247344971
"[TG(60:7)]_FA20:0","TAG",479682.785057068,483267.908843994
"[TG(60:7)]_FA20:4","TAG",261462.334879557,241523.540609741
"[TG(60:8)]_FA16:0","TAG",133098.666241964,133373.044967651
"[TG(60:8)]_FA16:1","TAG",170840.828656514,156523.158312988
"[TG(60:8)]_FA18:0","TAG",242797.743209839,231304.568630981
